0,1,2,3
0.9757080078125,0.031494140625,0.05615234375,0.001220703125
0.0078125,0.95263671875,0.000244140625,0.0535888671875
0.016357421875,0.0003662109375,0.9364013671875,0.036376953125
0.0001220703125,0.0155029296875,0.0072021484375,0.9088134765625
0.9803466796875,0.029296875,0.0535888671875,0.0025634765625
0.00732421875,0.9537353515625,0.0006103515625,0.0499267578125
0.0123291015625,0.0,0.9385986328125,0.033447265625
0.0,0.0169677734375,0.0072021484375,0.9140625
0.9781494140625,0.0430908203125,0.0509033203125,0.001220703125
0.0074462890625,0.934814453125,0.002685546875,0.043701171875
0.014404296875,0.0010986328125,0.9384765625,0.0343017578125
0.0,0.02099609375,0.0079345703125,0.9207763671875
0.9654541015625,0.0364990234375,0.0579833984375,0.0020751953125
0.0086669921875,0.946533203125,0.0045166015625,0.0406494140625
0.0257568359375,0.00048828125,0.9249267578125,0.0404052734375
0.0001220703125,0.0164794921875,0.0125732421875,0.9168701171875
0.974365234375,0.0321044921875,0.052490234375,0.0009765625
0.00830078125,0.9466552734375,0.0003662109375,0.0513916015625
0.01708984375,0.000732421875,0.940185546875,0.0345458984375
0.000244140625,0.0205078125,0.0069580078125,0.9130859375
0.9774169921875,0.0418701171875,0.05078125,0.0013427734375
0.008544921875,0.943603515625,0.0003662109375,0.0447998046875
0.0140380859375,0.0006103515625,0.9434814453125,0.0341796875
0.0,0.013916015625,0.00537109375,0.919677734375
0.9759521484375,0.028076171875,0.048583984375,0.00146484375
0.007080078125,0.9569091796875,0.0001220703125,0.0472412109375
0.0167236328125,0.0003662109375,0.942626953125,0.0302734375
0.000244140625,0.0146484375,0.0086669921875,0.9210205078125
0.9791259765625,0.0316162109375,0.0494384765625,0.0013427734375
0.0078125,0.951416015625,0.0006103515625,0.04638671875
0.0130615234375,0.00048828125,0.9425048828125,0.0308837890625
0.0,0.0164794921875,0.0074462890625,0.92138671875
0.9720458984375,0.032470703125,0.050537109375,0.0015869140625
0.009521484375,0.9451904296875,0.00048828125,0.04345703125
0.0181884765625,0.000732421875,0.9395751953125,0.033447265625
0.000244140625,0.0216064453125,0.0093994140625,0.9215087890625
0.9776611328125,0.0390625,0.0491943359375,0.001708984375
0.006591796875,0.9434814453125,0.001953125,0.0452880859375
0.0157470703125,0.0003662109375,0.92724609375,0.0428466796875
0.0,0.01708984375,0.0216064453125,0.91015625
0.97705078125,0.0277099609375,0.047607421875,0.00244140625
0.008056640625,0.9534912109375,0.000732421875,0.0509033203125
0.014892578125,0.000244140625,0.944091796875,0.03125
0.0,0.0185546875,0.007568359375,0.9154052734375
0.9720458984375,0.0323486328125,0.05224609375,0.0020751953125
0.0087890625,0.9407958984375,0.0006103515625,0.04248046875
0.01904296875,0.0013427734375,0.9395751953125,0.02978515625
0.0001220703125,0.0255126953125,0.007568359375,0.9256591796875
0.9742431640625,0.029296875,0.0516357421875,0.00146484375
0.0081787109375,0.9456787109375,0.00048828125,0.046142578125
0.0174560546875,0.0006103515625,0.9405517578125,0.032958984375
0.0001220703125,0.0244140625,0.00732421875,0.91943359375
0.9754638671875,0.0323486328125,0.04833984375,0.0013427734375
0.007568359375,0.944580078125,0.0003662109375,0.0501708984375
0.0169677734375,0.0003662109375,0.942626953125,0.0311279296875
0.0,0.022705078125,0.0086669921875,0.9173583984375
0.9749755859375,0.03515625,0.0479736328125,0.0013427734375
0.0087890625,0.9461669921875,0.000732421875,0.047607421875
0.015869140625,0.000244140625,0.9442138671875,0.029541015625
0.0003662109375,0.0184326171875,0.007080078125,0.9215087890625
0.9747314453125,0.0301513671875,0.047607421875,0.0018310546875
0.0096435546875,0.9501953125,0.0006103515625,0.041015625
0.0155029296875,0.0003662109375,0.9437255859375,0.029052734375
0.0001220703125,0.019287109375,0.008056640625,0.9281005859375
0.97509765625,0.0323486328125,0.0460205078125,0.0023193359375
0.0078125,0.946533203125,0.0003662109375,0.044921875
0.0169677734375,0.0008544921875,0.9451904296875,0.0345458984375
0.0001220703125,0.020263671875,0.0084228515625,0.918212890625
0.973876953125,0.0274658203125,0.047119140625,0.001220703125
0.0064697265625,0.9542236328125,0.00048828125,0.039306640625
0.01953125,0.00048828125,0.94580078125,0.031494140625
0.0001220703125,0.017822265625,0.006591796875,0.927978515625
0.975341796875,0.0269775390625,0.0479736328125,0.0015869140625
0.007568359375,0.953369140625,0.00048828125,0.044677734375
0.01708984375,0.0003662109375,0.942626953125,0.0294189453125
0.0,0.019287109375,0.0089111328125,0.92431640625
0.97802734375,0.02783203125,0.0501708984375,0.001220703125
0.0062255859375,0.945068359375,0.000244140625,0.0460205078125
0.015625,0.0001220703125,0.94091796875,0.033203125
0.0001220703125,0.0269775390625,0.0086669921875,0.9195556640625
